"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Workflow Pattern","Mapping: RIM Mapping","Mapping: FiveWs Pattern Mapping"
"QuestionnaireResponse","QuestionnaireResponse","","Form
QuestionnaireAnswers","",0,*,"","","","null {[]} {[]}
","A structured set of questions and their answers","A structured set of questions and their answers. The questions are ordered and grouped into coherent subsets, corresponding to the structure of the grouping of the questionnaire being responded to.","The QuestionnaireResponse contains enough information about the questions asked and their organization that it can be interpreted somewhat independently from the Questionnaire it is based on.  I.e. You don't need access to the Questionnaire in order to extract basic information from a QuestionnaireResponse.","","","","","","","","",,,,,"",,,,"QuestionnaireResponse",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}hn-staffegy-1:工作人員職稱選擇其他時應填寫補充說明。 {item.where(linkId='Title').all((item.where(linkId='Title.Value').answer.value.ofType(Coding).where(code='cd2909f1647e7').exists()) implies item.where(linkId='Title.Other').answer.value.exists())}hn-staffegy-2:緊急事件類型選擇其他時應填寫補充說明。 {item.where(linkId='EmergencyType').all((item.where(linkId='EmergencyType.Value').answer.value.ofType(Coding).where(code='cd2909f1647e7').exists()) implies item.where(linkId='EmergencyType.Other').answer.value.exists())}","Event","Entity. Role, or Act","Observation[moodCode=EVN]"
"QuestionnaireResponse.id","QuestionnaireResponse.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"QuestionnaireResponse.item:Description.linkId","QuestionnaireResponse.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Pointer to specific item from Questionnaire","The item from the Questionnaire that corresponds to this item in the QuestionnaireResponse resource.","","Items can repeat in the answers, so a direct 1..1 correspondence by position might not exist - requiring correspondence by identifier.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Description""/>","","","",,,,,"",,,,"QuestionnaireResponse.item.linkId",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"QuestionnaireResponse.item:Description.definition","QuestionnaireResponse.item.definition","","","",0,1,"","","","uri {[]} {[]}
","ElementDefinition - details for the item","A reference to an [ElementDefinition](http://hl7.org/fhir/R4/elementdefinition.html) that provides the details for the item.","The ElementDefinition must be in a [StructureDefinition](http://hl7.org/fhir/R4/structuredefinition.html#), and must have a fragment identifier that identifies the specific data element by its id (Element.id). E.g. http://hl7.org/fhir/StructureDefinition/Observation#Observation.value[x].

There is no need for this element if the item pointed to by the linkId has a definition listed.","A common pattern is to define a set of data elements, and then build multiple different questionnaires for different circumstances to gather the data. This element provides traceability to the common definition.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].code"
"QuestionnaireResponse.item:Description.text","QuestionnaireResponse.item.text","","","",0,1,"","","","string {[]} {[]}
","Name for group or question text","Text that is displayed above the contents of the group or as the text of the question being answered.","","Allows the questionnaire response to be read without access to the questionnaire.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".text"
"QuestionnaireResponse.item:Description.answer","QuestionnaireResponse.item.answer","","","",1,1,"","","","BackboneElement {[]} {[]}
","The response(s) to the question","The respondent's answer(s) to the question.","The value is nested because we cannot have a repeating structure that has variable type.","","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".value[type=LIST_ANY]"
"QuestionnaireResponse.item:Description.answer.id","QuestionnaireResponse.item.answer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item:Description.answer.extension","QuestionnaireResponse.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"QuestionnaireResponse.item:Description.answer.modifierExtension","QuestionnaireResponse.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"QuestionnaireResponse.item:Description.answer.value[x]","QuestionnaireResponse.item.answer.value[x]","","","",1,1,"","","","string {[]} {[]}
","Single-valued answer to the question","The answer (or one of the answers) provided by the respondent to the question.","More complex structures (Attachment, Resource and Quantity) will typically be limited to electronic forms that can expose an appropriate user interface to capture the components and enforce the constraints of a complex data type.  Additional complex types can be introduced through extensions. Must match the datatype specified by Questionnaire.item.type in the corresponding Questionnaire.","Ability to retain a single-valued answer to a question.","","","","","","","",200,"example","Code indicating the response provided for a question.","http://hl7.org/fhir/ValueSet/questionnaire-answers|4.0.1","",,,,"QuestionnaireResponse.item.answer.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".item"
"QuestionnaireResponse.item:Description.answer.item","QuestionnaireResponse.item.answer.item","","","",0,*,"","","","null {[]} {[]}
","Nested groups and questions","Nested groups and/or questions found within this particular answer.","","It is useful to have ""sub-questions"", questions which normally appear when certain answers are given and which collect additional details.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Description.item","QuestionnaireResponse.item.item","","","",0,0,"","","","","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Process","QuestionnaireResponse.item","Process","","",1,1,"Y","","","BackboneElement {[]} {[]}
","通報及處理過程","A group or question item from the original questionnaire for which answers are provided.","Groups cannot have answers and therefore must nest directly within item. When dealing with questions, nesting must occur within each answer because some questions may have multiple answers (and the nesting occurs for each answer).","","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
qrs-1:Nested item can't be beneath both item and answer {(answer.exists() and item.exists()).not()}",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Process.id","QuestionnaireResponse.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item:Process.extension","QuestionnaireResponse.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"QuestionnaireResponse.item:Process.modifierExtension","QuestionnaireResponse.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"QuestionnaireResponse.item:Process.linkId","QuestionnaireResponse.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Pointer to specific item from Questionnaire","The item from the Questionnaire that corresponds to this item in the QuestionnaireResponse resource.","","Items can repeat in the answers, so a direct 1..1 correspondence by position might not exist - requiring correspondence by identifier.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Process""/>","","","",,,,,"",,,,"QuestionnaireResponse.item.linkId",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"QuestionnaireResponse.item:Process.definition","QuestionnaireResponse.item.definition","","","",0,1,"","","","uri {[]} {[]}
","ElementDefinition - details for the item","A reference to an [ElementDefinition](http://hl7.org/fhir/R4/elementdefinition.html) that provides the details for the item.","The ElementDefinition must be in a [StructureDefinition](http://hl7.org/fhir/R4/structuredefinition.html#), and must have a fragment identifier that identifies the specific data element by its id (Element.id). E.g. http://hl7.org/fhir/StructureDefinition/Observation#Observation.value[x].

There is no need for this element if the item pointed to by the linkId has a definition listed.","A common pattern is to define a set of data elements, and then build multiple different questionnaires for different circumstances to gather the data. This element provides traceability to the common definition.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].code"
"QuestionnaireResponse.item:Process.text","QuestionnaireResponse.item.text","","","",0,1,"","","","string {[]} {[]}
","Name for group or question text","Text that is displayed above the contents of the group or as the text of the question being answered.","","Allows the questionnaire response to be read without access to the questionnaire.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".text"
"QuestionnaireResponse.item:Process.answer","QuestionnaireResponse.item.answer","","","",1,1,"","","","BackboneElement {[]} {[]}
","The response(s) to the question","The respondent's answer(s) to the question.","The value is nested because we cannot have a repeating structure that has variable type.","","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".value[type=LIST_ANY]"
"QuestionnaireResponse.item:Process.answer.id","QuestionnaireResponse.item.answer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item:Process.answer.extension","QuestionnaireResponse.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"QuestionnaireResponse.item:Process.answer.modifierExtension","QuestionnaireResponse.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"QuestionnaireResponse.item:Process.answer.value[x]","QuestionnaireResponse.item.answer.value[x]","","","",1,1,"","","","string {[]} {[]}
","Single-valued answer to the question","The answer (or one of the answers) provided by the respondent to the question.","More complex structures (Attachment, Resource and Quantity) will typically be limited to electronic forms that can expose an appropriate user interface to capture the components and enforce the constraints of a complex data type.  Additional complex types can be introduced through extensions. Must match the datatype specified by Questionnaire.item.type in the corresponding Questionnaire.","Ability to retain a single-valued answer to a question.","","","","","","","",200,"example","Code indicating the response provided for a question.","http://hl7.org/fhir/ValueSet/questionnaire-answers|4.0.1","",,,,"QuestionnaireResponse.item.answer.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".item"
"QuestionnaireResponse.item:Process.answer.item","QuestionnaireResponse.item.answer.item","","","",0,*,"","","","null {[]} {[]}
","Nested groups and questions","Nested groups and/or questions found within this particular answer.","","It is useful to have ""sub-questions"", questions which normally appear when certain answers are given and which collect additional details.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Process.item","QuestionnaireResponse.item.item","","","",0,0,"","","","","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Report","QuestionnaireResponse.item","Report","","",1,1,"Y","","","BackboneElement {[]} {[]}
","檢討紀錄","A group or question item from the original questionnaire for which answers are provided.","Groups cannot have answers and therefore must nest directly within item. When dealing with questions, nesting must occur within each answer because some questions may have multiple answers (and the nesting occurs for each answer).","","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
qrs-1:Nested item can't be beneath both item and answer {(answer.exists() and item.exists()).not()}",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Report.id","QuestionnaireResponse.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item:Report.extension","QuestionnaireResponse.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"QuestionnaireResponse.item:Report.modifierExtension","QuestionnaireResponse.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"QuestionnaireResponse.item:Report.linkId","QuestionnaireResponse.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Pointer to specific item from Questionnaire","The item from the Questionnaire that corresponds to this item in the QuestionnaireResponse resource.","","Items can repeat in the answers, so a direct 1..1 correspondence by position might not exist - requiring correspondence by identifier.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Report""/>","","","",,,,,"",,,,"QuestionnaireResponse.item.linkId",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"QuestionnaireResponse.item:Report.definition","QuestionnaireResponse.item.definition","","","",0,1,"","","","uri {[]} {[]}
","ElementDefinition - details for the item","A reference to an [ElementDefinition](http://hl7.org/fhir/R4/elementdefinition.html) that provides the details for the item.","The ElementDefinition must be in a [StructureDefinition](http://hl7.org/fhir/R4/structuredefinition.html#), and must have a fragment identifier that identifies the specific data element by its id (Element.id). E.g. http://hl7.org/fhir/StructureDefinition/Observation#Observation.value[x].

There is no need for this element if the item pointed to by the linkId has a definition listed.","A common pattern is to define a set of data elements, and then build multiple different questionnaires for different circumstances to gather the data. This element provides traceability to the common definition.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].code"
"QuestionnaireResponse.item:Report.text","QuestionnaireResponse.item.text","","","",0,1,"","","","string {[]} {[]}
","Name for group or question text","Text that is displayed above the contents of the group or as the text of the question being answered.","","Allows the questionnaire response to be read without access to the questionnaire.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".text"
"QuestionnaireResponse.item:Report.answer","QuestionnaireResponse.item.answer","","","",1,1,"","","","BackboneElement {[]} {[]}
","The response(s) to the question","The respondent's answer(s) to the question.","The value is nested because we cannot have a repeating structure that has variable type.","","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".value[type=LIST_ANY]"
"QuestionnaireResponse.item:Report.answer.id","QuestionnaireResponse.item.answer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item:Report.answer.extension","QuestionnaireResponse.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"QuestionnaireResponse.item:Report.answer.modifierExtension","QuestionnaireResponse.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"QuestionnaireResponse.item:Report.answer.value[x]","QuestionnaireResponse.item.answer.value[x]","","","",1,1,"","","","string {[]} {[]}
","Single-valued answer to the question","The answer (or one of the answers) provided by the respondent to the question.","More complex structures (Attachment, Resource and Quantity) will typically be limited to electronic forms that can expose an appropriate user interface to capture the components and enforce the constraints of a complex data type.  Additional complex types can be introduced through extensions. Must match the datatype specified by Questionnaire.item.type in the corresponding Questionnaire.","Ability to retain a single-valued answer to a question.","","","","","","","",200,"example","Code indicating the response provided for a question.","http://hl7.org/fhir/ValueSet/questionnaire-answers|4.0.1","",,,,"QuestionnaireResponse.item.answer.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".item"
"QuestionnaireResponse.item:Report.answer.item","QuestionnaireResponse.item.answer.item","","","",0,*,"","","","null {[]} {[]}
","Nested groups and questions","Nested groups and/or questions found within this particular answer.","","It is useful to have ""sub-questions"", questions which normally appear when certain answers are given and which collect additional details.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item:Report.item","QuestionnaireResponse.item.item","","","",0,0,"","","","","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
